574,591,478,84,901,25,861,805,890,585,779,932,252,416,575,368,257,531,934,198,156,501,933,577,699,920,1,999,777,580,276,222,292,61,482,186,336,275,902,731,780,289,488,869,598,398,248,952,795,876,976,710,389,563,511,169,159,156,478,54,699,36,315,645
735,285,525,145,4,504,985,338,607,132,940,1010,540,267,528,336,1006,3,34,431,43,791,589,247,303,937,139,870,587,310,363,797,135,119,2,342,623,389,1010,782,930,1020,638,165,4,171,45,909,914,911,774,646,501,976,576,579,871,990,41,896,679,450,400,438
371,92,15,694,516,3,206,460,122,384,777,538,969,395,253,376,81,802,403,271,612,597,476,1018,453,910,182,570,706,223,665,85,676,404,231,290,85,487,334,1022,474,51,629,175,692,20,415,865,855,573,433,329,965,730,613,974,624,658,281,21,462,214,699,453
907,189,522,201,236,661,1006,428,128,441,856,190,288,446,407,774,831,592,747,480,595,755,162,368,830,446,360,384,88,268,417,669,1018,694,745,498,102,42,829,180,883,664,982,702,418,496,221,792,962,761,657,972,418,972,658,497,422,117,525,585,45,57,200,936
780,708,969,14,847,109,521,295,30,286,611,207,731,766,389,326,954,167,614,758,573,615,268,65,196,637,542,721,686,988,240,657,228,844,382,728,410,369,274,183,210,634,1015,175,44,715,766,803,185,535,387,228,243,456,705,290,72,669,966,203,242,580,270,967
1021,115,584,371,851,34,31,767,423,610,925,799,562,652,410,850,485,515,351,792,649,520,366,494,950,670,388,804,945,819,236,476,949,137,362,1007,193,712,487,401,962,590,464,279,651,215,410,40,345,140,1018,243,878,865,331,767,898,995,735,775,697,369,227,147
501,516,561,941,1021,181,521,78,925,154,176,568,950,834,172,462,128,669,158,98,876,874,304,419,437,172,160,232,877,518,868,611,939,978,584,201,139,73,745,548,318,943,317,290,723,350,83,572,5,906,972,757,848,285,702,258,448,629,345,499,632,110,127,689
161,586,718,631,330,718,635,212,682,191,543,795,738,628,598,143,239,320,910,817,654,304,684,174,954,191,266,1013,208,476,427,921,732,717,944,991,359,816,335,780,814,189,844,674,515,855,561,852,632,611,384,982,270,667,768,556,346,431,47,137,355,343,967,926
492,721,521,166,218,895,331,753,860,851,469,167,97,10,181,1014,498,474,298,943,632,730,864,85,562,534,139,766,205,326,486,38,78,327,653,809,13,947,437,946,926,347,405,657,340,79,218,703,907,731,126,527,794,399,527,918,655,365,942,188,920,784,361,188
272,470,608,787,30,124,814,960,701,15,17,711,238,57,873,867,603,556,668,34,645,452,145,894,838,541,557,380,321,95,790,778,47,1004,286,688,386,547,635,40,856,236,507,292,347,490,208,855,130,420,1021,195,685,756,65,356,644,753,744,1012,535,244,415,729
787,151,779,61,20,1021,128,452,740,573,689,973,201,615,754,10,988,633,368,437,85,821,877,716,113,401,882,387,53,382,906,308,580,544,237,946,529,335,945,995,168,116,1021,402,969,835,359,368,406,512,384,998,516,203,212,472,789,647,432,352,886,878,461,1011
131,955,874,574,605,796,852,33,197,332,79,302,791,913,74,66,755,839,598,823,945,388,298,186,557,728,956,61,114,943,437,938,617,750,675,968,213,636,337,716,827,803,296,365,131,313,850,428,369,509,219,457,521,410,226,641,326,68,744,917,957,786,864,800
47,685,530,955,491,347,266,481,994,723,968,757,26,636,294,360,1009,77,370,154,706,567,807,495,109,937,776,246,738,22,623,593,1008,613,625,1005,234,751,110,497,476,616,929,603,722,827,815,285,590,283,708,957,79,842,731,706,14,276,936,406,394,684,818,940
642,411,981,209,33,363,742,896,644,569,995,275,18,352,637,128,167,160,1005,753,396,846,787,153,608,227,773,347,136,110,757,754,130,571,218,685,561,814,650,630,225,832,947,229,225,804,939,354,772,711,592,270,538,840,246,38,302,663,256,388,59,222,762,182
841,248,531,556,59,430,143,716,972,881,268,606,856,130,1017,617,33,390,134,44,882,808,6,749,968,841,85,566,970,23,621,888,202,167,106,926,128,586,419,537,161,755,453,541,821,213,534,366,371,586,806,979,368,426,305,944,399,580,817,509,1019,780,537,370
853,832,710,646,46,579,402,40,585,292,877,476,796,103,508,53,117,424,990,253,245,576,1012,966,598,623,194,579,595,360,495,777,1002,92,101,982,334,76,12,351,862,327,957,823,554,639,179,131,701,607,517,740,664,884,1006,843,759,870,1005,357,136,25,144,869
259,891,653,13,601,759,934,710,789,917,511,806,108,210,562,458,531,726,94,490,163,410,641,548,937,886,94,10,62,85,486,508,54,310,279,574,814,134,419,358,353,288,137,246,402,275,748,451,278,579,371,878,319,745,621,889,413,230,985,885,106,691,305,229
13,291,548,706,463,241,771,774,926,120,197,765,758,271,183,615,1017,316,292,792,238,553,662,378,612,611,651,309,512,781,240,104,822,404,623,824,367,321,951,392,785,150,777,70,1016,694,13,622,276,407,699,879,278,764,628,180,718,153,826,173,820,2,587,404
175,952,507,758,852,4,962,156,101,90,573,204,134,474,569,740,19,20,724,895,958,17,488,260,456,91,85,946,927,682,542,1010,81,344,825,221,632,975,306,538,830,903,392,158,991,511,808,254,827,857,321,140,318,134,658,813,113,583,54,779,725,527,676,254
170,1,889,549,75,860,821,626,201,63,471,310,958,671,334,169,355,50,48,815,466,773,291,304,166,868,528,1016,202,62,209,662,561,2,955,596,495,734,790,983,970,332,59,550,105,690,268,750,768,723,982,149,391,544,97,950,855,426,285,509,466,254,617,931
451,341,791,319,700,373,624,539,66,109,294,460,500,29,41,814,646,397,522,629,314,75,180,620,904,348,650,736,186,153,696,621,448,339,134,845,723,745,974,302,346,806,813,933,451,648,876,696,719,230,163,451,439,495,704,812,27,284,79,244,958,351,373,946
329,117,580,740,285,772,608,128,971,480,840,269,289,36,207,485,594,893,896,600,270,727,115,669,354,536,155,757,239,514,99,949,289,268,525,303,494,181,220,716,736,398,860,562,280,441,777,874,317,714,975,160,187,63,225,785,881,997,243,109,521,11,152,809
567,954,26,153,792,371,706,413,646,435,436,366,790,31,855,974,700,85,436,88,748,311,350,184,631,806,30,192,231,42,792,181,791,937,368,964,994,806,489,64,477,738,854,523,661,310,341,587,794,294,324,516,82,882,264,489,135,947,358,135,211,790,822,594
759,210,661,23,889,347,799,637,905,873,973,724,630,34,541,187,186,606,267,203,427,469,419,725,639,68,334,943,160,27,156,560,222,987,324,287,553,1009,895,588,91,65,509,562,26,200,107,421,890,703,814,167,1012,760,9,133,679,854,42,934,274,372,993,121
