525,64,708,788,664,684,363,437,811,20,414,351,492,228,247,199,100,421,704,113,570,78,831,696,344,105,169,501,383,636,232,697,536,999,538,763,43,801,809,935,130,368,1002,287,772,800,416,620,225,801,886,307,684,466,780,667,183,731,927,475,904,524,411,219
633,352,223,545,378,236,269,284,994,554,35,665,741,847,186,502,930,157,833,629,393,178,873,85,342,802,646,704,424,736,447,422,932,812,392,818,19,408,107,967,150,97,965,689,734,574,806,399,412,7,554,317,950,384,72,777,777,128,648,177,52,283,103,848
858,984,656,704,838,394,466,896,112,619,416,1001,366,51,778,605,268,805,581,289,276,449,694,531,473,494,904,752,369,933,1014,636,677,111,43,89,969,222,169,305,857,657,278,599,112,327,967,912,994,84,10,845,993,979,143,914,276,458,154,647,56,777,65,390
727,293,865,607,24,745,938,897,724,894,278,28,651,440,86,580,63,919,342,367,643,47,865,746,868,169,683,582,781,620,311,626,688,849,91,189,1005,632,514,123,7,263,419,383,719,862,717,991,267,670,304,860,799,112,126,783,339,38,1018,16,117,916,297,85
892,918,229,591,108,341,585,125,262,725,843,423,853,360,397,579,76,648,184,753,370,71,110,391,727,329,364,46,645,172,548,742,305,878,799,419,518,784,222,757,439,255,928,311,93,986,326,994,142,436,790,233,89,367,754,628,921,877,348,415,303,973,688,620
516,6,35,151,232,639,630,195,906,177,297,523,836,997,125,158,356,144,223,371,243,406,236,318,858,911,733,81,917,73,851,415,550,805,470,14,431,448,191,504,832,351,799,327,27,673,865,510,296,163,713,616,793,417,141,962,985,107,426,331,224,651,728,569
124,826,365,267,196,39,319,978,386,929,261,905,603,266,199,795,618,788,178,474,253,881,642,697,703,173,557,781,67,516,954,620,934,231,329,488,802,866,510,732,135,811,960,603,916,322,174,453,664,335,524,948,956,55,154,632,136,324,539,566,833,885,613,179
238,248,562,713,652,145,879,660,88,678,879,173,177,209,304,654,455,73,256,9,170,41,267,934,599,5,156,437,851,422,401,493,964,121,643,407,683,167,268,337,35,477,978,60,981,90,464,715,972,52,626,473,932,908,1007,648,797,96,855,693,299,138,332,348
334,647,690,438,251,32,907,844,894,897,880,825,805,823,263,799,189,696,235,798,136,392,1013,924,580,145,890,294,436,157,74,18,473,338,137,394,592,366,320,836,826,500,944,485,626,216,40,437,575,255,792,172,893,929,733,867,821,843,385,575,703,994,292,3
821,543,374,543,238,289,853,574,691,662,113,122,811,882,400,717,471,808,333,855,646,345,321,441,460,353,211,998,814,673,98,465,710,679,72,269,791,233,417,830,354,3,626,165,912,657,203,351,584,477,724,93,989,332,460,618,644,155,718,502,906,57,802,560
116,656,985,683,546,423,224,622,62,19,847,776,22,748,778,772,637,921,544,629,917,540,318,754,305,245,211,707,837,598,409,476,741,291,11,16,329,68,144,159,135,904,475,909,259,573,943,380,87,376,963,964,550,978,235,253,500,782,297,426,859,722,983,279
736,128,867,45,124,159,78,36,513,896,18,982,319,649,181,513,293,175,87,210,611,920,798,108,248,781,918,830,773,910,290,934,21,90,338,560,902,850,579,421,152,874,857,95,834,954,32,529,929,180,578,636,752,244,242,172,907,290,703,724,993,711,700,56
