195,544,202,461,609,332,124,567,333,815,261,1015,116,463,470,347,994,278,789,46,982,669,239,205,883,910,964,668,893,329,853,472,269,52,846,470,561,398,872,933,472,843,700,131,610,446,376,986,655,579,903,181,68,860,947,39,914,478,545,913,520,984,667,165
721,779,769,75,277,134,852,895,355,887,786,403,562,340,813,29,913,144,440,27,94,782,795,455,909,676,209,551,472,696,134,875,779,811,993,290,5,257,287,449,639,944,345,202,365,648,880,692,523,324,609,958,755,48,1003,731,823,708,280,714,14,504,982,555
284,128,610,481,778,764,853,8,925,370,19,188,439,440,292,1007,643,204,772,906,793,974,424,98,522,546,778,697,32,911,561,362,218,79,88,358,615,607,627,70,142,799,635,880,284,769,1,931,502,209,361,112,878,503,298,711,795,150,91,807,308,187,555,460
110,233,378,985,925,38,565,894,682,346,12,270,39,79,276,831,939,474,411,65,592,548,659,532,171,596,936,326,669,94,534,228,35,304,883,806,992,46,920,302,942,491,284,601,216,88,131,682,254,620,237,973,718,96,92,712,148,594,346,540,833,377,117,830
744,739,891,161,573,42,9,919,171,812,721,1008,522,455,969,473,301,326,197,464,276,46,54,136,75,205,931,408,12,507,187,504,756,875,516,447,208,48,413,383,686,634,16,428,506,356,785,37,739,90,0,65,190,1020,293,333,625,476,290,966,143,983,34,194
979,314,685,579,166,739,710,312,433,74,507,658,797,609,187,899,973,894,274,153,980,899,43,857,384,776,553,763,262,240,308,947,872,909,691,591,584,963,386,75,420,894,77,491,502,885,692,818,736,52,252,494,190,843,904,880,914,813,329,143,425,30,559,777
897,921,570,719,604,477,579,124,747,895,133,23,197,4,991,1018,602,48,623,9,716,855,114,97,17,662,760,707,59,840,935,759,51,301,283,496,650,744,936,878,736,4,735,692,271,218,442,62,532,138,99,980,877,339,741,414,951,479,620,934,962,143,333,4
703,382,867,734,812,396,807,1018,588,4,866,663,387,252,895,788,833,758,50,252,238,3,170,624,520,121,783,1019,995,347,677,614,691,813,847,623,666,577,599,21,75,190,413,292,847,460,375,94,547,475,195,796,311,377,200,437,781,378,1017,845,924,406,837,601
685,327,239,141,778,77,40,292,225,89,178,870,116,38,895,453,900,400,903,628,332,572,751,675,356,804,642,604,795,130,828,376,280,366,887,381,14,724,85,858,831,264,835,173,973,377,1012,119,38,389,161,30,650,829,750,681,1018,268,943,875,522,145,772,367
1003,850,270,298,971,46,459,869,367,422,600,415,740,807,767,345,888,480,902,811,471,767,12,934,338,819,470,685,943,80,564,466,941,975,592,860,471,452,135,950,462,422,572,915,837,801,826,865,204,111,208,911,740,119,473,937,495,69,603,386,812,347,560,610
479,228,930,238,276,267,719,957,950,550,850,149,433,596,40,275,918,345,403,782,224,347,974,784,530,123,491,876,500,237,34,471,659,744,59,78,219,721,899,578,169,688,70,29,618,28,263,898,434,120,159,307,596,586,677,263,103,866,716,321,230,61,507,40
106,959,928,266,975,27,645,474,604,614,633,890,720,543,604,520,837,376,804,399,44,797,226,798,883,49,34,591,627,564,686,316,603,124,486,45,890,769,511,699,885,739,399,582,377,958,458,122,150,911,467,597,104,1022,536,819,865,843,204,353,785,1000,395,698
997,407,258,515,721,979,286,691,977,405,915,185,843,258,255,803,692,350,376,443,660,799,597,116,391,477,640,288,887,114,842,542,872,718,694,664,287,876,413,540,684,902,476,930,499,233,864,151,991,317,919,941,927,817,216,590,319,380,64,705,316,167,262,567
173,96,258,365,541,264,948,543,813,622,755,525,245,907,1005,275,755,975,548,576,839,479,824,871,849,387,458,425,923,614,692,770,838,112,244,265,496,764,281,299,86,313,4,652,397,286,980,1009,156,280,862,830,714,539,397,776,853,42,108,59,4,594,38,197
107,547,969,732,979,985,426,208,820,82,228,596,635,113,93,382,971,294,136,735,187,890,686,906,916,664,884,5,177,1012,645,422,937,703,598,819,342,995,478,593,211,627,704,43,492,949,41,871,99,193,456,519,724,710,806,320,572,546,319,989,512,11,865,495
451,468,792,770,66,784,101,534,992,792,503,709,905,396,967,83,664,745,240,3,195,474,578,181,1008,715,595,355,905,156,920,330,744,490,142,766,47,659,650,52,753,882,921,593,802,383,387,637,2,51,3,942,958,250,202,559,293,180,178,909,666,397,532,626
222,656,886,1015,221,638,118,237,521,237,276,415,270,156,884,478,345,872,868,854,704,970,885,435,630,750,299,443,394,372,862,428,908,487,538,957,514,681,371,813,831,923,299,529,222,641,286,25,904,1017,795,469,362,714,900,384,487,497,201,359,728,733,259,41
654,910,224,316,862,71,566,996,846,886,530,894,979,979,715,400,378,1011,370,955,232,140,755,10,753,392,307,899,626,500,737,284,477,411,853,66,757,677,516,738,864,1004,972,990,912,380,694,769,40,527,256,928,34,187,554,444,677,933,344,733,17,646,870,874
971,695,499,283,1002,216,234,230,981,820,446,879,987,494,344,81,327,996,899,213,14,807,406,995,650,403,438,1004,183,498,467,300,226,832,290,277,160,776,893,18,543,822,349,684,1013,826,435,993,395,17,980,774,206,196,259,40,730,743,369,678,908,747,763,1013
100,672,377,510,535,310,685,479,18,683,122,600,774,768,11,343,192,795,664,365,360,839,471,120,478,266,551,379,629,332,873,171,413,980,972,89,951,573,139,287,320,884,422,709,167,869,920,226,702,392,331,927,42,58,546,827,169,880,255,457,931,1021,473,516
316,766,152,492,375,94,744,825,142,916,982,702,344,200,409,421,499,617,531,935,346,694,172,604,1022,1011,209,55,552,196,360,532,904,911,170,128,477,269,102,776,522,251,1006,287,930,174,867,712,331,120,980,928,414,166,109,7,741,348,243,481,605,718,308,633
690,92,480,639,327,388,548,801,622,552,341,688,53,74,120,426,1003,697,898,743,411,625,793,203,855,499,759,182,388,436,577,476,989,175,549,351,150,432,838,731,342,212,453,101,992,802,813,80,597,748,186,757,153,875,588,82,971,693,614,130,434,643,429,728
184,912,462,253,109,441,808,939,451,581,179,216,806,651,503,174,663,305,658,538,499,487,49,528,1011,424,852,691,733,727,300,786,609,44,476,434,617,795,187,373,719,121,396,611,419,526,341,1005,663,821,987,258,168,994,91,73,120,648,616,1014,920,567,424,249
550,188,658,383,491,690,684,96,561,436,499,386,315,360,607,134,167,963,624,761,647,224,105,318,441,322,968,376,860,9,18,730,804,155,831,630,185,805,555,180,5,727,632,757,263,440,127,1006,236,942,129,941,65,588,549,113,978,674,244,62,232,340,511,306
224,1007,364,56,716,53,78,479,206,518,152,487,571,543,55,696,502,968,2,679,934,217,308,970,746,845,512,515,541,881,806,230,348,916,638,122,572,924,618,126,134,491,600,333,899,179,767,446,155,281,217,260,963,661,398,669,655,746,275,966,629,919,605,506
737,903,856,230,737,305,942,575,43,166,722,663,644,70,982,828,596,663,802,305,110,539,480,544,376,949,599,32,590,759,29,495,802,787,290,354,445,78,106,902,37,434,930,254,388,214,838,469,395,756,361,187,790,55,1014,60,1005,451,908,312,314,335,749,605
1000,272,453,822,368,264,104,56,642,989,457,958,227,276,579,28,750,627,231,539,905,691,374,543,98,217,384,575,483,800,19,442,630,283,446,730,542,968,544,794,225,372,313,820,187,141,485,872,186,41,598,552,19,506,780,267,401,747,647,195,416,791,201,195
479,410,671,676,608,927,309,34,943,278,150,17,934,613,465,997,992,480,415,19,50,503,636,720,655,147,677,856,876,647,921,584,1018,317,346,434,31,139,279,761,657,676,890,870,477,147,35,544,561,783,507,829,553,37,335,389,302,550,202,405,271,384,921,157
908,609,148,412,85,424,58,3,525,327,815,426,610,15,419,232,223,682,618,390,722,5,356,622,53,648,502,544,872,522,701,132,101,769,93,162,839,275,894,3,615,140,597,152,875,800,816,140,849,990,654,916,1013,29,696,741,738,422,591,856,258,575,667,686
763,385,363,512,285,494,688,186,733,201,361,429,321,224,781,237,493,660,267,625,950,52,413,47,864,825,727,708,714,456,54,212,257,177,614,173,205,760,272,626,765,769,21,432,242,973,906,878,246,354,835,567,966,213,902,225,636,490,251,943,717,763,670,575
482,1002,82,359,146,497,385,986,86,53,781,148,516,63,465,993,831,761,816,476,743,46,757,383,54,620,510,508,358,875,819,215,873,854,272,7,70,86,985,378,144,324,307,437,142,378,719,43,472,445,982,442,71,63,954,134,608,1008,826,586,790,1001,775,75
145,306,9,405,942,664,217,718,125,743,355,135,235,796,198,319,374,130,878,541,951,118,148,151,70,523,35,925,631,648,132,406,289,182,628,145,157,936,1017,913,152,209,496,807,409,717,843,529,415,40,686,56,290,848,350,910,530,297,287,836,239,385,948,715
851,12,688,270,247,922,494,624,968,10,141,161,131,844,862,786,710,701,919,622,398,88,262,562,506,529,835,947,349,871,98,949,81,718,138,555,205,135,629,957,656,670,934,978,112,964,982,865,430,751,485,86,67,734,34,925,108,768,627,399,2,474,1004,499
913,824,187,97,286,180,687,419,855,295,785,970,747,559,819,983,96,537,1017,350,834,575,500,285,414,260,693,393,318,197,771,1015,797,44,495,693,502,217,448,488,995,322,34,509,409,126,102,490,693,1001,233,239,545,38,232,554,437,360,542,273,914,77,91,70
724,643,591,548,1018,431,373,839,680,1,261,573,630,596,927,627,884,609,180,913,240,62,147,308,24,821,518,370,871,498,479,437,185,643,84,506,720,789,490,1021,516,816,845,31,349,885,755,189,203,646,88,205,213,223,614,589,925,738,473,238,280,963,262,113
996,851,502,821,613,870,37,375,846,681,63,717,187,187,35,516,763,26,461,40,271,457,616,378,769,226,177,790,904,159,3,933,898,104,495,856,27,890,587,766,1012,250,620,298,333,641,291,73,45,1000,915,698,776,205,642,942,630,895,495,885,757,565,536,521
856,720,600,261,88,565,787,864,691,1007,1015,739,5,777,300,257,594,210,340,997,197,113,679,965,288,815,515,242,614,617,178,420,923,536,981,530,69,72,619,960,66,673,759,354,427,988,824,786,353,120,704,110,449,549,536,911,914,189,904,609,31,472,759,113
830,19,288,497,613,588,865,740,681,410,972,888,872,1015,916,43,893,891,365,463,793,334,804,167,848,470,379,994,394,29,377,739,952,397,274,412,105,822,127,665,807,238,877,245,1019,750,913,902,784,908,79,386,1011,400,355,588,686,825,105,461,487,313,211,657
693,378,389,813,923,866,356,409,259,453,402,598,544,230,719,445,820,376,806,454,974,124,549,336,359,66,926,852,876,211,557,103,464,91,525,784,381,721,868,750,953,986,510,714,337,389,475,12,933,207,504,320,592,743,564,826,650,771,973,406,759,106,348,341
961,355,688,212,324,338,775,19,194,734,844,996,215,567,535,233,986,843,883,299,350,529,495,694,938,425,366,479,209,838,60,4,581,101,319,11,716,405,405,9,873,438,809,656,284,88,286,584,710,982,420,187,303,955,414,631,261,764,593,505,817,25,284,194
90,94,871,510,844,854,938,942,28,949,803,455,260,427,412,908,708,213,10,183,543,906,750,266,183,518,695,365,948,859,510,578,281,862,608,20,915,1006,405,984,124,19,968,619,710,689,16,207,393,277,799,16,743,266,196,985,618,718,686,26,849,405,154,401
580,629,760,663,899,559,655,254,846,214,951,264,314,570,954,851,880,347,78,418,248,693,1000,635,209,273,279,140,712,902,129,139,501,537,494,1003,646,364,674,976,18,918,465,532,327,804,661,22,234,1003,357,688,1009,743,252,82,76,871,359,895,943,1009,152,730
932,901,424,714,310,242,25,111,1007,482,640,624,556,198,385,329,869,416,307,952,639,11,494,907,974,765,882,107,171,458,764,845,638,362,557,562,574,229,357,36,20,1000,364,654,239,588,334,837,458,198,909,275,72,989,694,809,311,903,512,664,106,35,940,913
714,62,429,1009,950,726,901,155,802,879,1005,151,1009,52,283,665,553,33,605,23,424,88,64,367,549,348,768,845,410,776,36,416,450,861,327,903,918,449,431,305,443,439,847,86,969,397,81,171,828,949,486,551,913,16,814,83,324,289,379,367,329,239,98,415
721,205,781,175,476,873,924,582,178,70,116,21,156,80,24,275,913,183,103,907,103,872,101,110,912,639,979,210,61,152,836,94,143,659,643,377,73,811,383,338,315,381,25,147,764,960,810,909,123,701,156,562,884,800,763,784,561,92,872,904,166,27,665,211
300,41,362,649,536,291,284,422,944,812,202,538,849,588,680,527,259,882,97,459,680,742,996,901,817,962,259,343,69,162,257,86,738,479,374,826,790,342,185,341,465,1010,723,967,143,693,781,212,522,639,118,281,793,408,749,285,150,603,793,153,132,621,99,407
996,375,12,215,1019,605,174,691,994,20,591,64,476,193,807,844,702,217,724,955,958,696,930,977,852,181,844,426,805,318,101,354,534,534,565,102,523,584,870,751,788,655,736,718,499,763,302,652,941,965,526,363,44,703,690,409,789,517,923,115,895,363,319,807
21,704,522,580,291,271,2,627,41,202,993,575,88,97,236,399,803,318,149,341,574,189,50,973,980,946,974,621,371,518,553,419,83,895,824,541,823,262,759,165,351,436,621,613,266,797,651,684,18,654,704,537,446,316,226,966,233,425,590,58,420,392,54,510
58,45,764,758,598,655,247,794,166,857,295,919,755,542,315,637,239,59,376,708,643,38,363,87,133,572,240,672,642,976,904,462,839,911,651,476,174,449,797,451,956,1014,206,336,477,291,468,505,433,99,914,561,655,56,823,716,140,1010,659,490,651,111,797,815
666,349,665,884,116,387,658,692,971,721,644,499,419,452,516,532,155,852,803,786,99,766,785,506,680,837,9,365,118,761,82,687,258,67,141,345,482,680,746,364,573,945,583,902,719,882,512,143,35,883,171,874,219,321,797,217,425,495,512,829,278,27,515,942
196,205,501,737,376,1,650,93,605,77,868,189,500,62,983,888,848,538,768,750,195,445,11,77,265,618,351,478,684,420,766,899,652,944,680,496,761,815,768,324,221,499,399,647,29,935,352,271,379,90,660,517,251,964,272,419,596,440,376,72,36,525,673,674
